Station_Name,Lon,Lat,Alti,Time,TEM_Avg
﻿把租,101.56,24.31,1710,2020/01/01,13.2
﻿小凹村,102.89,24.41,1723,2020/01/01,13.8
﻿兴隆站,104.38,28.27,652,2020/01/01,7.8
﻿老厂,103.21,23.3,2413,2020/01/01,9.3
﻿顺州,100.56,26.62,2212,2020/01/01,5.9
﻿土官村,99.96,27.37,2620,2020/01/01,2.6
﻿营盘,102.93,22.88,1515,2020/01/01,15.4
﻿新乐村,102.98,26.07,2240,2020/01/01,10.5
﻿金方,102.5,24.88,1840,2020/01/01,11.5
﻿曼贺宽,100.9,21.9,554,2020/01/03,18.3
﻿易门,102.18,24.66,1600.9,2020/01/01,11.4
﻿景星,101.36,23.49,1965,2020/01/01,12.1
﻿宾川,100.57,25.83,1438.7,2020/01/01,12.8
﻿永平厂街,99.55,25.27,1895.8,2020/01/01,9.8
﻿红旗,100.86,27.35,2260,2020/01/01,5.4
﻿芒翁,99.48,23.41,1317,2020/01/01,13.4
﻿夕阳,102.28,24.47,1818,2020/01/01,13.1
﻿巨甸,99.65,27.3,1910,2020/01/01,7.3
﻿西邑镇,100.17,26.25,2393,2020/01/01,7.8
﻿那迪,101.82,25.61,2014,2020/01/01,9.6
﻿鸣音,100.37,27.28,2925,2020/01/01,2.3
﻿曲水,102.19,22.49,548,2020/01/01,19.1
﻿永定松林,102.52,25.16,1945,2020/01/01,10.2
﻿芦子园,99.07,23.86,1524,2020/01/01,13.8
﻿金平,103.23,22.78,1260,2020/01/01,16.2
﻿小河,103.65,25.57,1909,2020/01/01,10.8
﻿水磨,103.4,27.24,2260,2020/01/01,7.9
﻿大板桥集镇片区,102.88,25.05,1922,2020/01/01,10.5
﻿青龙水库,102.67,25.24,1915,2020/01/01,10.1
﻿菜子地,102.93,25.38,2713,2020/01/01,6.7
﻿普洱,104.12,28.22,649,2020/01/01,8.9
﻿沟边,104.96,27.49,1554,2020/01/01,5.9
﻿金棉,100.61,27.22,2030,2020/01/01,9.1
﻿高仓,102.57,24.28,1857,2020/01/01,10.9
﻿芒洪乡,99.6,23.61,1800,2020/01/01,12.6
﻿六河,104.9,23.32,866,2020/01/01,16.7
﻿青坪栈,104.26,28.5,415,2020/01/01,9.8
﻿关累,101.28,21.7,653,2020/01/01,18.5
﻿勐角,99.24,23.23,1310.7,2020/01/01,13.1
﻿雪山镇,99.94,24.32,1675,2020/01/01,11.7
﻿洛吉,100.2,27.78,2126,2020/01/01,6.2
﻿云龙检槽,99.31,26.07,1965,2020/01/01,6.5
﻿芒部,104.86,27.62,1636,2020/01/01,3.7
﻿余家海,102.63,24.64,1976,2020/01/01,10.3
﻿ 大朝山西镇,100.33,24.03,1602.5,2020/01/04,15
﻿勐板,99.13,24.06,1375,2020/01/01,13.5
﻿寻甸,103.27,25.52,1865.8,2020/01/01,10.6
﻿哨冲,102.5,23.98,2000,2020/01/01,11.1
﻿玉碗站,103.87,27.67,1260,2020/01/01,6.3
﻿永平,99.53,25.45,1616.7,2020/01/01,9.7
﻿龙街,103,24.65,1930,2020/01/01,13.3
﻿普坪社区,102.63,25.02,1937,2020/01/01,11.4
﻿莲池,101.66,26.03,1531,2020/01/01,12.3
﻿小黑江,99.78,23.39,894,2020/01/01,14.7
﻿佛山,98.68,28.72,2158,2020/01/01,8.1
﻿军弄,98.94,23.73,701,2020/01/01,15.8
﻿长安站,104.82,27.84,1050,2020/01/01,6.8
﻿绥江,103.95,28.58,496.6,2020/01/01,10
﻿大井镇,103.49,26.28,2049,2020/01/01,8.2
﻿老吾,102.06,24.58,1610,2020/01/04,13.9
﻿老寨,103.78,23.4,2020,2020/01/01,12.2
﻿江城海门,102.81,24.37,1729,2020/01/01,13.3
﻿黑克,104.53,25.27,2119,2020/01/01,10.5
﻿兴隆村,103.11,25.75,1836,2020/01/01,11.8
﻿前卫,102.71,25.01,1933,2020/01/01,13.1
﻿曙光社区,102.74,25.04,1985,2020/01/01,12.8
﻿王子树,98.17,24.5,1571.8,2020/01/01,9.6
﻿胜境关,104.31,25.6,2056,2020/01/01,11.2
﻿半坡,100.19,23.22,1720.7,2020/01/01,14
﻿云龙长新,99.44,26.08,1855,2020/01/01,7.7
﻿拖布卡镇,103.04,26.37,1941,2020/01/01,12.9
﻿沙营村,102.63,25.33,1807,2020/01/01,10.2
﻿漾濞,99.95,25.68,1626.1,2020/01/01,9.9
﻿大河口,101.01,25.46,1800,2020/01/01,7.9
﻿牛角寨,102.66,23.13,1209,2020/01/01,16.3
﻿乐业镇,103.55,26.72,1835,2020/01/01,9.7
﻿仁和保场,99.17,24.82,1507,2020/01/01,11.7
﻿大雪山,99.74,24.03,966,2020/01/01,15.6
﻿大地基,101.36,24.69,1938,2020/01/01,10.7
﻿龙陵,98.69,24.62,1630.6,2020/01/01,10.6
﻿大庄,103.46,25.22,1904,2020/01/01,9.2
﻿腰街乡,100.19,24.67,2060,2020/01/01,9.2
﻿中屏,102.59,25.85,2563,2020/01/01,7.1
﻿海宜,103.46,24.81,2012,2020/01/01,11.2
﻿湾甸,99.35,24.54,713,2020/01/01,15.2
﻿车古,102.15,23.3,1777,2020/01/01,14.6
﻿龙武,102.4,24,2066,2020/01/01,11
﻿凤屯,101.46,25.25,2053,2020/01/08,9.3
﻿会泽,103.25,26.4,2188.3,2020/01/01,10.1
﻿龙林,101.48,21.55,890,2020/01/01,17.8
﻿打洛镇,100.08,21.7,657,2020/01/01,19
﻿真金万林厂,102.52,25.83,1914,2020/01/01,8.3
﻿太平,99.03,24.82,1845,2020/01/01,8.5
﻿西山,98.21,24.3,1490,2020/01/01,13.7
﻿漾濞顺濞,99.92,25.49,1420,2020/01/01,10.9
﻿芒允七队,97.75,24.55,857,2020/01/01,14.2
﻿孟连,99.6,22.31,1079.9,2020/01/01,16.1
﻿勐养路5号,100.89,22.05,1107,2020/01/01,19.1
﻿小草坝,104.26,27.77,1790,2020/01/01,3
﻿板桥河水库,103.7,24.7,1861,2020/01/01,11.6
﻿勐龙,100.68,21.58,619,2020/01/01,19.3
﻿九龙,104.3,24.93,1522,2020/01/01,12.4
﻿包谷垴,103.35,26.98,1842,2020/01/01,12.3
﻿乔甸镇,100.6,25.6,1662,2020/01/01,11.8
﻿热水,103.77,26.08,1988,2020/01/01,10.5
﻿洱源凤羽,99.93,26,2172,2020/01/01,7.8
﻿钟山,104.62,24.98,1592,2020/01/01,12.8
﻿王家庄,103.5,25.48,1988,2020/01/01,10.1
﻿云县,100.13,24.45,1108.6,2020/01/01,14.6
﻿易武,101.47,21.98,1280,2020/01/01,16.5
﻿永兴,101.53,26.35,1486,2020/01/01,12.6
﻿鼓楼,102.72,25.05,1889,2020/01/01,13
﻿沧源,99.27,23.15,1278.3,2020/01/01,13.5
﻿江川,102.76,24.29,1731.1,2020/01/01,12.4
﻿坝密河,100.15,23.73,1657,2020/01/01,10.6
﻿文山,104.28,23.33,1293.5,2020/01/01,15.8
﻿五印乡,100.13,25.15,1612.2,2020/01/01,9.7
﻿铜厂,103.04,22.8,1646,2020/01/01,13.5
﻿菜阳河,100.93,22.04,1015,2020/01/01,16.9
﻿大理凤仪,100.33,25.5,2028,2020/01/01,8
﻿自卫村水库,102.64,25.11,1940,2020/01/01,10.2
﻿活水,103.95,25.12,1979,2020/01/01,11.6
﻿辛屯镇,100.21,26.66,2204,2020/01/01,7
﻿苏家院,103.58,27.32,1929,2020/01/01,6.8
﻿普吉街道办事处,102.67,25.09,1890,2020/01/01,11.8
﻿煤机厂,102.75,25.07,1930,2020/01/01,11.6
﻿达日,99.18,28.59,2073,2020/01/01,9.1
﻿江东,98.39,24.52,2042,2020/01/01,9.8
﻿三章田,101.23,24.06,1002,2020/01/01,14.4
﻿右所镇,100.04,26.04,1981,2020/01/01,10.5
﻿迤车镇,103.51,26.81,1766,2020/01/01,11
﻿火红,103.65,26.82,2432.8,2020/01/01,8
﻿东坡,102.08,25.9,1251,2020/01/01,15.2
﻿杨万,104.97,23.29,868,2020/01/01,16.6
﻿普洱隧道,101,22.86,1512,2020/01/01,13.8
﻿龙翔站,102.69,25.05,2000,2020/01/01,12.8
﻿现刀站,101.48,24.19,699,2020/01/01,16.2
﻿维登乡,99.17,27.1,1640,2020/01/01,8.2
﻿大风丫口,102.48,25.19,2352,2020/01/01,9.2
﻿柯渡镇,102.85,25.55,1839,2020/01/01,8.8
﻿攀枝花,102.72,23.05,1337,2020/01/01,16
﻿阿岗,104.11,25.08,1956,2020/01/01,12
﻿云鹤镇,100.17,26.56,2197,2020/01/01,7.5
﻿中医学院,102.82,24.84,1949,2020/01/01,12.1
﻿勐远变电所,101.38,21.66,657,2020/01/01,21.1
﻿曼等,100.54,24.29,1691,2020/01/01,12.8
﻿洞波,105.83,23.75,709,2020/01/01,16.1
﻿文武,101.64,23.01,1815,2020/01/01,12.6
﻿老茶吉,102.27,23.61,1800,2020/01/01,13.3
﻿永建镇,100.21,25.43,1770,2020/01/01,9.7
﻿打芒村,102.13,23.38,1530,2020/01/01,15.1
﻿者海,103.62,26.56,2012,2020/01/01,8.7
﻿蒙姑,103.04,26.59,994,2020/01/01,17.7
﻿黄泥河,104.71,25.27,1313,2020/01/01,13.2
﻿大寨,103.32,22.92,1358,2020/01/01,13.7
﻿富民,102.5,25.23,1692.7,2020/01/01,10.7
﻿药山,103.04,27.09,2206,2020/01/01,8.2
﻿勐仑,101.26,21.89,622,2020/01/01,19.2
﻿马街兴隆,103.23,25.21,1762,2020/01/01,10.7
﻿景谷,100.72,23.5,979.2,2020/01/01,14.8
﻿十街,102.16,24.57,1356,2020/01/01,13
﻿黑蛇村,100.65,24.22,1158,2020/01/01,11.9
﻿热作所二队,98.27,24.15,761,2020/01/01,14.5
﻿云龙苗尾,99.18,25.84,1320,2020/01/01,10.8
﻿鱼科站,101.39,24.27,1197,2020/01/01,14.9
﻿云龙关坪,99.51,25.84,2100,2020/01/01,6
﻿永定云龙,101.79,26.02,1645,2020/01/01,13.4
﻿南捞,104.51,23.01,1129,2020/01/01,15.7
﻿三村,101.87,23.26,1525,2020/01/01,15.1
﻿多依树村,100.88,24.61,1447,2020/01/01,10.4
﻿新光,101.79,23.72,1037,2020/01/01,16.8
﻿朝阳村站,102.36,24.69,1922,2020/01/01,9.7
﻿大可小学,103.24,24.62,1689,2020/01/01,12.8
﻿勐根村,99.97,22.33,940,2020/01/01,16.3
﻿通达,101.06,26.61,1743.5,2020/01/01,10.8
﻿鸡街镇,102.78,25.64,2041,2020/01/01,8.5
﻿小街交通站,102.43,24.18,1593,2020/01/01,12.2
﻿嵩阳,103.04,25.34,1921,2020/01/01,11.7
﻿款庄,102.67,25.34,1650,2020/01/01,11.4
﻿江城陈家湾,102.72,24.44,2100,2020/01/01,10.7
﻿勐遮镇,100.27,21.99,1187,2020/01/01,16.9
﻿打黑,102.31,24.43,2118,2020/01/01,9.2
﻿蒙自,103.33,23.44,1313.6,2020/01/01,16.4
﻿云洞,103.2,26.25,2193,2020/01/01,7
﻿新华,101.67,25.72,1520,2020/01/01,13.8
﻿大兴地 ,98.85,26.02,855,2020/01/01,13.5
﻿勐简乡,99.34,23.72,559,2020/01/01,15.5
﻿玉案山,102.63,25.08,2186,2020/01/01,10.3
﻿金殿水库,102.78,25.11,1989,2020/01/01,10
﻿直苴,101.34,26.05,2350,2020/01/01,8.4
﻿勐秀,97.73,24,1420,2020/01/01,12.5
﻿勐大,100.83,24.04,1289,2020/01/01,13.4
﻿六德,100.85,26.55,1882,2020/01/01,8.4
﻿罗平,104.32,24.88,1482.7,2020/01/01,13
﻿菱角,103.67,25.88,2140,2020/01/01,10.2
﻿安乐,98.22,24.75,1660,2020/01/01,10.8
﻿镇沅,101.12,23.99,1105.4,2020/01/01,14.1
﻿那诺,102.12,23.39,1752,2020/01/01,14.1
﻿勐满机关,101.31,21.4,578,2020/01/01,19.3
﻿海邑小学,103.56,24.64,1938,2020/01/01,10.6
﻿罗台旧,102.26,24.6,1650,2020/01/01,11.9
﻿云南大学,102.84,24.83,1941,2020/01/01,12.1
﻿巍山,100.29,25.26,1742.1,2020/01/01,10.1
﻿崇德,102.5,25.48,1695,2020/01/01,10.9
﻿黄葛站,103.87,27.84,731,2020/01/01,10
﻿塘房,104.96,27.48,1572,2020/01/01,5.4
﻿新街,102.72,24.73,1950,2020/01/01,12
﻿莲花滩,103.56,22.89,184,2020/01/01,21.2
﻿高粱地,102.23,24.5,1580,2020/01/01,13.2
﻿巴洒,101.02,21.95,779,2020/01/01,19.5
﻿夹寒箐,104.41,22.9,1525,2020/01/01,13.6
﻿羊街镇,103.12,25.44,1939,2020/01/01,11
﻿东山,104.06,25.25,1950,2020/01/01,10.7
﻿子母嘎,104.72,23.76,1505,2020/01/01,13.5
﻿竹基,104.03,24.91,1840,2020/01/01,10.9
﻿宝华镇,100.5,24.92,1990,2020/01/01,9.5
﻿维则小学,103.41,24.71,1929,2020/01/01,11.8
﻿杨林,103.06,25.25,1918,2020/01/01,11.8
﻿雪山丫口,99.33,28.38,4290,2020/01/01,-7.8
﻿禾甸镇,100.73,25.57,1989,2020/01/01,10.5
﻿木央,105.41,23.45,1428,2020/01/01,13.6
﻿苍岭,101.68,25.05,1822,2020/01/01,9.9
﻿墨翰站,103.73,27.83,1013,2020/01/01,8.2
﻿弥渡牛街,100.52,25.18,1918,2020/01/01,12.7
﻿者东,101.28,24,1027,2020/01/01,14.5
﻿平达,98.93,24.33,1591,2020/01/01,9.8
﻿务基站,103.5,28.11,1300,2020/01/01,6.2
﻿安化,102.67,24.42,1893,2020/01/01,10.4
﻿景福,100.63,24.34,1522,2020/01/01,11.9
﻿翁冷,98.19,24.64,1048,2020/01/01,12.6
﻿西庄,102.76,24.97,1905,2020/01/01,12.9
﻿彩己,102.8,25.7,2119,2020/01/01,8.3
﻿乐白道,103.28,23.83,1170,2020/01/01,18.6
﻿温浏,104.42,24.29,1473,2020/01/01,14.3
﻿勐醒二区,101.37,21.88,565,2020/01/01,18.8
﻿红山,103.14,27.37,1945,2020/01/01,9.1
﻿赵桅,102.5,24.31,1642,2020/01/01,11.1
﻿架车,102.18,23.22,1756,2020/01/01,13.9
﻿洛河,102.38,24.31,1836,2020/01/01,11.1
﻿栗树营水库,100.5,25.23,1700,2020/01/01,10.8
﻿大密腊农气,102.07,24.54,1505,2020/01/01,14.2
﻿水长,99.07,24.92,1603,2020/01/01,11.5
﻿南屏,105.2,23.76,1255,2020/01/01,15.9
﻿巍宝山乡,100.32,25.18,1690,2020/01/01,9.8
﻿班卡,99.45,24.05,1020,2020/01/01,13
﻿林厂,98.28,24.57,859,2020/01/01,13.8
﻿保安村,102.25,24.46,1591,2020/01/01,12.2
﻿越州,103.85,25.28,1829,2020/01/01,12.1
﻿姚安,101.23,25.53,1873.5,2020/01/01,10.6
﻿月牙村委会,102.87,25.9,1990,2020/01/01,9.2
﻿奔子栏,99.3,28.25,2292,2020/01/01,7.8
﻿平河,98.66,24.27,2162,2020/01/01,6.7
﻿富源老厂,104.53,25.23,1970,2020/01/01,10.4
﻿地震救援应急6,102.7,25.11,1892,2020/01/01,0
﻿凉亭,102.77,25.03,1965,2020/01/01,12
﻿美华村,100.04,24.87,1970,2020/01/01,11.4
﻿丙麻,99.37,25.02,1500,2020/01/01,10.8
﻿太平,103.74,27.34,1930,2020/01/01,7.7
﻿新华,103.7,23.26,1775,2020/01/01,12.4
﻿锁溪渡,102.47,24.73,1921,2020/01/01,9.9
﻿小哨,103.18,24.71,1833,2020/01/01,12.2
﻿马树,103.25,26.75,2443.5,2020/01/01,7.7
﻿乐红,103.28,27.17,2162,2020/01/01,9.1
﻿龙街村,103.08,25.25,1939,2020/01/01,11.2
﻿恩祖村委会,102.85,26,1293,2020/01/01,9.1
﻿东风六区,100.63,21.53,700,2020/01/01,21
﻿基多村委会,102.8,26.2,2310,2020/01/01,12.7
﻿霖雨路,102.74,25.11,1950,2020/01/01,12.1
﻿右所,102.98,24.63,1930,2020/01/01,12.3
﻿贾井村,102.5,24.28,1641,2020/01/01,11.1
﻿天星站,103.97,27.84,711,2020/01/01,10.4
﻿海龙村,102.62,24.56,2096,2020/01/01,10.9
﻿新和,99.83,24,1034,2020/01/01,14.6
﻿羊街,102.06,23.44,1852,2020/01/01,13.4
﻿南岸村,100.86,24.67,1449,2020/01/01,11.4
﻿田蓬,105.45,23.3,1594,2020/01/01,12.6
﻿双河,99.88,26.59,2347,2020/01/01,3.3
﻿珠街,104.9,23.75,1684,2020/01/02,12.2
﻿大寨子,103.26,27.52,2035,2020/01/01,7.7
﻿勐佑镇,99.77,24.61,1496,2020/01/01,10.5
﻿中山水库,100.1,23.79,1985,2020/01/01,9.3
﻿老集寨,102.78,22.85,1387,2020/01/01,15.7
﻿中仓村,100.6,24.69,1839,2020/01/01,12
﻿东风一区,100.74,21.74,626,2020/01/01,19.4
﻿归朝,105.85,23.65,521,2020/01/01,18.3
﻿勤丰,102.3,25.19,1861,2020/01/01,10.3
﻿兴街,104.62,23.23,1090,2020/01/02,15.9
﻿旧屋基,104.53,24.86,1573,2020/01/01,12
﻿新会村,101.06,24.11,1076,2020/01/01,13.3
﻿新抚,101.32,23.63,1985,2020/01/01,11.6
﻿云富,104.41,28.63,319,2020/01/01,10.9
﻿会泽老厂,103.17,26.59,2063.3,2020/01/01,10
﻿团田,101.25,23.8,1791,2020/01/01,12.6
﻿耀南站,101.54,24,1890,2020/01/01,11.2
﻿田坝,103.17,27.42,1633,2020/01/01,9.2
﻿鸡街,104.81,23.53,970,2020/01/01,16.3
﻿璋西村,97.86,24.63,767,2020/01/01,13.9
﻿邱山,99.2,23.58,726,2020/01/04,15.6
﻿诺邓,99.38,25.92,1920,2020/01/01,7.7
﻿驾车乡,103.36,25.99,2628,2020/01/01,6.9
﻿大栗树,104.18,23.07,1575,2020/01/01,13.3
﻿普义,101.33,23.02,1206,2020/01/01,14.3
﻿密祉,100.51,25.18,2080,2020/01/01,10.2
﻿关坪,100.89,22.25,882,2020/01/01,15.6
﻿大麦地,101.78,24.3,802,2020/01/01,17.6
﻿大仓镇,100.22,25.35,1906,2020/01/01,10.5
﻿码口,103.3,27.62,1132,2020/01/01,9.6
﻿康照,102.31,25.8,2347,2020/01/01,7
﻿明波立交桥,102.67,25.02,1880,2020/01/01,11.9
﻿野鸭塘,98.35,24.63,990,2020/01/01,12.6
﻿汤池,103.05,24.96,1776,2020/01/01,11.6
﻿兴隆,102.59,24.69,1903,2020/01/01,11.3
﻿巡检司,103.18,23.96,1084,2020/01/01,15.5
﻿凤合大麦地,103.01,25.76,2247,2020/01/01,8.6
﻿木刻村,102.9,25.51,2209,2020/01/01,9.9
﻿地震救援应急5,102.7,25.09,1892,2020/01/01,4.3
﻿团结永靖,102.56,25.12,2200,2020/01/01,8.5
﻿亚尼,102.06,24.19,1445,2020/01/01,11.5
﻿勐阿,100.33,22.19,1072,2020/01/01,15.8
﻿鸡街,103.2,23.48,1250,2020/01/01,16.3
﻿潞江,99.88,24.97,704,2020/01/01,14.2
﻿鹤庆,100.2,26.59,2195.4,2020/01/01,7.5
﻿八街,102.32,24.58,1900,2020/01/03,10.1
﻿勐先,101.2,23.03,1374,2020/01/01,13.2
﻿甸头,102.7,25.34,1944,2020/01/01,9
﻿庙坝站,104.33,27.96,570,2020/01/01,9.7
﻿西泽,103.85,26.24,1812,2020/01/01,9.9
﻿古城,101.15,23.73,1037,2020/01/01,14.9
﻿阿东,98.87,28.59,2810,2020/01/01,2.6
﻿界头机场,98.67,25.45,1703.6,2020/01/01,8.3
﻿水竹站,103.67,27.94,2104,2020/01/01,2.7
﻿光禄,101.2,25.59,1876,2020/01/01,10.3
﻿小铺子,100.1,23.93,1367,2020/01/01,12.1
﻿马街,104.24,25.15,1813,2020/01/01,11.9
﻿尖山,104.94,27.6,1458,2020/01/01,4.6
﻿鹿马登 ,98.87,27.03,1244,2020/01/01,9.8
﻿鲁地拉,100.76,26.21,1645,2020/01/01,12.2
﻿大观站,102.7,25.03,1920,2020/01/01,12.8
﻿九乡,103.38,25.1,1864,2020/01/01,11.9
﻿古登 ,98.9,26.39,1000,2020/01/01,11.5
﻿四街,102.69,24.21,1800,2020/01/01,12.7
﻿柯街,99.45,24.88,1122,2020/01/01,13.7
﻿大营镇,100.46,25.8,1687,2020/01/01,11.5
﻿乐作泥村委会,102.74,25.99,1641,2020/01/01,16
﻿大河边水库,102.49,26.13,2410,2020/01/01,6.5
﻿兰茂小学,103.06,25.24,1940,2020/01/01,11.3
﻿朋普,103.33,23.94,1203,2020/01/01,16.4
﻿龙新,98.82,24.57,1868.9,2020/01/01,7.8
﻿虎街村,102.89,25.86,1997,2020/01/01,9.5
﻿杨柳,99.03,25.23,2368,2020/01/01,5.9
﻿德钦,98.91,28.49,3319,2020/01/01,-1.9
﻿高桥,102.19,25.61,2009,2020/01/01,8.4
﻿巴迪,99,27.87,1850,2020/01/01,5.2
﻿梁子街,98.52,24.82,1920,2020/01/01,9.5
﻿台创园,103.36,24.89,1864,2020/01/01,10.9
﻿易武乡洒代村,101.51,21.93,722,2020/01/01,17.6
﻿禄裱上禄裱村,102.28,24.96,1866,2020/01/01,9.7
﻿鲁冲,103.34,25.61,1923,2020/01/01,10.2
﻿曲石,98.6,25.23,1541,2020/01/01,8.6
﻿普拉底 ,98.78,27.6,1393,2020/01/01,8.1
﻿务德,103.72,26.27,1970,2020/01/01,9.9
﻿多姑村,103.05,25.8,2489,2020/01/01,7.3
﻿上允,99.83,23.06,910,2020/01/01,15.4
﻿贾沙,103.06,23.35,2063,2020/01/01,12
﻿建兴,101.64,23.68,2046,2020/01/01,10.8
﻿兔峨 ,99.13,26.21,1451,2020/01/01,10.1
﻿岳宋,99.38,22.73,1307,2020/01/01,15.6
﻿以古,104.62,27.39,1879,2020/01/02,3.1
﻿路纳,103.28,24.92,1474,2020/01/01,13.8
﻿铁厂,105.04,23.37,1462,2020/01/01,12.7
﻿大风垭口隧道,101.72,23.52,1728,2020/01/01,13.4
﻿上关,100.13,25.96,1976,2020/01/01,9.5
﻿普谷,103.18,27.21,1882,2020/01/01,9
﻿金方思邑村,102.49,24.88,1898,2020/01/01,9.5
﻿镇安,98.83,24.69,1815,2020/01/01,8.9
﻿喜洲,100.14,25.85,1975,2020/01/01,9.4
﻿小街,103.12,25.32,1904,2020/01/01,11.7
﻿乐秋乡,100.05,25,2227,2020/01/01,8.4
﻿者后,101.03,24.14,1167.5,2020/01/01,13.5
﻿昭通,103.72,27.35,1949.5,2020/01/01,8.1
﻿章外,99.97,23.54,1825,2020/01/01,12.5
﻿新现,103.55,23.14,1437,2020/01/01,14.7
﻿永宁,103.68,24.37,1601,2020/01/01,13.3
﻿弥勒,103.45,24.4,1415.5,2020/01/01,14.2
﻿碧寨,99.03,24.56,714,2020/01/01,15.6
﻿阿猛,104.58,23.75,1502,2020/01/01,13.9
﻿永甸糖厂,99.31,24.4,640,2020/01/01,15.6
﻿红旗水库,104,24.14,1491,2020/01/01,14.3
﻿牛洛河,101.89,22.47,898,2020/01/01,16.5
﻿刺桐关交通站,102.56,24.51,1782,2020/01/01,10.8
﻿播乐,104.12,25.83,2064,2020/01/01,9.7
﻿中山,101.57,24.77,2000,2020/01/01,9.2
﻿勐捧,98.97,24.06,1030,2020/01/01,13.7
﻿幸福村委会,102.79,25.97,2364,2020/01/01,8.4
﻿户拉,98.19,24.2,824,2020/01/01,14.7
﻿永定白石岩,102.5,25.31,1977.5,2020/01/01,11.6
﻿耿马,99.39,23.53,1144.1,2020/01/01,13.4
﻿澄江,102.92,24.68,1796.3,2020/01/01,13.1
﻿烂泥箐,100.98,27.22,2880,2020/01/01,3.4
﻿观音山小学,102.66,24.84,1885,2020/01/01,11.1
﻿昔归,100.4,23.92,994.6,2020/01/01,14.2
﻿风景村,102.99,26.19,2698,2020/01/01,12
﻿忙糯,100.02,23.42,1862,2020/01/01,11
﻿民乐,100.48,23.69,1114,2020/01/01,14
﻿新滩站,104.17,28.64,460.6,2020/01/01,12.7
﻿老苍坡隧道,101.58,23.36,1318,2020/01/01,15
﻿期纳,100.63,26.32,1414,2020/01/01,12.3
﻿西二,103.18,24.42,1831,2020/01/01,13.2
﻿法土,104.09,25.45,2477,2020/01/01,7.9
﻿何元,99.12,24.68,1775,2020/01/01,10.5
﻿八街大龙洞村,102.3,24.55,2045,2020/01/01,9.7
﻿小河街,104.16,28.25,382,2020/01/01,10.6
﻿鹤庆松桂,100.21,26.36,1933,2020/01/01,8.4
﻿松棵村,103,25.96,2463,2020/01/01,8.5
﻿勐腊四区8队,101.61,21.53,646,2020/01/02,20.2
﻿蟠猫,101.55,25.49,1805,2020/01/01,9.9
﻿地震救援应急13,102.7,25.23,1892,2020/01/01,10.1
﻿鸡头村,103.59,25.48,2012.1,2020/01/01,10.3
﻿南溪,103.95,22.63,110,2020/01/01,21.6
﻿大理,100.16,25.72,1995,2020/01/01,9.7
﻿后箐,100.47,24.35,1305.5,2020/01/01,13.9
﻿大营街,102.47,24.38,1750,2020/01/01,11
﻿邵女坪,104.29,28.63,416,2020/01/01,10.6
﻿新桥,101.59,25.37,1780,2020/01/01,6.6
﻿江北,100.79,22.04,830,2020/01/01,19.8
﻿六哨乡,102.97,25.62,2360,2020/01/01,8.6
﻿四排山,99.56,23.46,1400,2020/01/04,12.4
﻿青胜,103.86,28.43,961,2020/01/01,6.9
﻿博南镇,99.54,25.43,1695.6,2020/01/01,10.3
﻿高桥站,103.86,28.04,1080,2020/01/01,6.9
﻿维摩,104.25,23.8,1510,2020/01/01,13.7
﻿保甸村,100.52,24.57,1175,2020/01/01,14.2
﻿落雁,104.25,28.19,928,2020/01/01,7.1
﻿异龙,102.47,23.63,1415,2020/01/01,15.5
﻿小坪水库,100.56,26.38,2213,2020/01/01,6
﻿三角海水库,103.3,23.56,1281,2020/01/01,16.1
﻿平坝,104.09,23.25,1755,2020/01/01,12.4
﻿碧多,102.03,24.8,1915,2020/01/01,12.6
﻿雨碌乡,103.59,26.37,2253,2020/01/01,8.3
﻿黄草岭,102.67,22.92,956,2020/01/01,18.2
﻿咪哩,101.85,23.5,1732,2020/01/01,14.3
﻿桂花,101.29,26.09,2119,2020/01/01,9.6
﻿东华,101.49,24.94,1795,2020/01/01,9.5
﻿啦井 ,99.27,26.49,2300,2020/01/01,6.3
﻿徐家坝,101.03,24.54,2491,2020/01/01,6
﻿呈贡,102.83,24.91,1976.6,2020/01/01,11.8
﻿罗川,101.89,24.98,1431,2020/01/01,11.5
﻿阿舍,103.72,23.63,1520,2020/01/01,15.2
﻿大寨,99.41,23.72,1364,2020/01/01,13.6
﻿温卜村,100.74,24.48,1667,2020/01/01,12.3
﻿雨露,101.29,25.09,1920,2020/01/01,10.3
﻿坡头,105.24,27.7,1478,2020/01/01,3.6
﻿芒回水库,99.13,23.25,1301,2020/01/01,12.6
﻿东川区乌龙镇,103.1,26.02,1519,2020/01/11,11.3
﻿积德村,103.1,25.35,1936,2020/01/01,11.5
﻿普文城子,101.05,22.5,940,2020/01/05,16.6
﻿拉乌乡,100.86,25.92,1978,2020/01/01,9.9
﻿湾碧,101.19,26.36,1294,2020/01/01,13.1
﻿大围山,103.7,22.92,1915,2020/01/01,9.8
﻿回洼中山,101.52,21.89,752,2020/01/01,17
﻿青华乡,100.23,25.04,2321.5,2020/01/01,7.4
﻿岳宋村,99.36,22.74,1339,2020/01/01,15.7
﻿上村,103.55,26.12,1671.1,2020/01/01,10.8
﻿龙树村,100.72,24.55,1540,2020/01/01,11.7
﻿龙门乡,99.51,25.52,1719.6,2020/01/01,8.8
﻿户肯,99.58,23.83,1437,2020/01/01,14.3
﻿诺邓天池,99.28,25.87,2610,2020/01/01,4.5
﻿江浪,104.21,25.48,1935,2020/01/01,12.1
